insurgency_group,rtg_ffund,rtg_teraff,rtg_ccodecow,rtg_media,rtg_international,rtg_outnegrep,rtg_educcaus,rtg_logpop,rtg_left,rtg_intnegrep,rtg_pgood,rtg_propertycount,rtg_politics,rtg_govtargcount,rtg_endedtype,rtg_nmbrtrr,rtg_intposrep,rtg_nkillter,rtg_age,rtg_tcode,rtg_cleavage,rtg_logarea,rtg_loggdp,rtg_govcaus,rtg_rel,rtg_civcaus,rtg_nwound,rtg_civcausreal,rtg_eductargcount,rtg_rebel,rtg_nkill,rtg_terpwing,rtg_parterr,rtg_gname,rtg_peaksize,rtg_nat,rtg_broadgoal,rtg_logmil,rtg_endedtype2,rtg_reputation,rtg_frec,rtg_eductargexist,rtg_civtargcount,forge_splinterUCDP,forge_ethnic,forge_fightday,forge_ethnicity,forge_ccode,forge_ideolcom,forge_ideolright,forge_preorglab,forge_cname,forge_ideolnat,forge_preorgrel,forge_goalindep,forge_preorgfmr,forge_preorggov,forge_goalother,forge_preorg,forge_conflict_id,forge_foundloc,forge_splinter,forge_foundday,forge_preorgreb,forge_goaldem,forge_NSAdyadid,forge_preorgmvt,forge_ideolanti,forge_ideolrel,forge_gacronym,forge_fightyear,forge_goalrep,forge_foundmo,forge_ideolnote,forge_goalrights,forge_ideolleft,forge_preorgyou,forge_actorid,forge_preorgoth,forge_ideology,forge_preorgpar,forge_preorgmil,forge_merger,forge_dyadid,forge_goalchange,forge_goalnote,forge_gname,forge_preorgno,forge_goalauto,forge_ideoloth,forge_preorgname,forge_fightmo,forge_preorgfor,forge_preorgref,forge_religious,forge_religion,forge_preorgeth,forge_foundyear,forge_goalnominal,baad_terrcntrl,baad_torg,baad_fdrob,baad_fdkidnap,baad_lead_hierarch,baad_fddrugtk,baad_fdextort,baad_hb_iso_cc,baad_fdstate,baad_left,baad_hbccode,baad_fdsmuggl,baad_torg_year,baad_age,baad_org,baad_size_rec,baad_hbiso,baad_reli,baad_hbase,baad_ethn,baad_socsvcs,baad_year,baad_ucdpbd,mas_maxedu,mas_totalpopmin,mas_ethnic,mas_terrcontrol,mas_side_b,mas_location,mas_preconflict_health,mas_yearmin,mas_maxhealth,mas_communist,mas_yearmax,mas_preconflict_edu,gsw_target,gsw_wbcode,gsw_repression,gsw_lccode,gsw_year,gsw_location,gsw_campaign,gsw_cyear,war_id,war_acr,war_dyadperiod,war_terrcontrol,war_side_b,war_l1democracy,war_l1totalpop_log,war_confid,war_communist,war_side_a,war_year,war_location,war_ethnonsec,war_dyadid,war_obsid
National Democratic Front of Bodoland (NDFB),1.0,0.0,750.0,0.0,0.0,1.0,0.0,6.8134446,0.0,3.0,0.0,2.0,1.0,1.0,0.0,15.0,1.0,0.0,1.0,National Democratic Front of Bodoland (NDFB),2.0,14.90515,7.1214323,2.0,0.0,76.0,40.0,9.733334,0.0,1.0,78.0,1.0,0.0,National Democratic Front of Bodoland (NDFB),3.0,1.0,0.0,7.138867,0.0,1.0,1.0,0.0,2.0,,0.0,31.0,,678.0,0.0,0.0,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,"2,3",230.0,Sana'a,0.0,2.0,0.0,0.0,617.0,0.0,0.0,0.0,NDF,1979.0,1.0,2.0,,0.0,1.0,0.0,199.0,0.0,1.0,1.0,0.0,1.0,458.0,0.0,,National Democratic Front,0.0,0.0,0.0,"Armed group: Organization of Yemeni Resisters; Political parties: Revolutionary Democratic Party,   Popular Democratic Union (North Yemeni PDU), the Popular Vanguard Party (North Yemeni al-Tali’a), Labour Party/Yemeni Workers' Party, Ba'ath Party",3.0,0.0,0.0,0.0,0.0,0.0,1976.0,(peaceful) re-entry of the left into politics,0.0,316.0,0.0,0.0,1.0,0.0,0.0,356.0,0.0,0.0,750.0,0.0,316_1998,12.0,National Democratic Front of Bodoland (NDFB),3.0,IND,0.0,India,1.0,0.0,1998.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Liberation Army of Colombia (ELN),1.0,0.0,100.0,0.0,0.0,1.0,0.0,3.291193,1.0,3.0,1.0,6.0,0.0,1.0,0.0,5.0,1.0,2.0,13.0,National Liberation Army of Colombia (ELN),1.0,13.85348,8.57487,0.0,0.0,2.0,0.0,20.2,1.0,1.0,2.0,0.0,0.0,National Liberation Army of Colombia (ELN),3.0,0.0,0.0,4.0943446,0.0,1.0,1.0,1.0,6.0,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",1.0,318.0,0.0,0.0,1.0,1.0,1.0,170.0,0.0,1.0,100.0,0.0,318_1998,34.0,National Liberation Army of Colombia (ELN),3.0,COL,0.0,Colombia,0.0,0.0,1998.0,63.0,0.0,15.211919,0.0,0.0,ELN,Bolivia,1.0,1967.0,3.0,1.0,1967.0,1.0,,,,,,,,,BOL-1967,BOL,1.0,0.0,ELN,0.0,15.188079,1010.3,1.0,Bolivia,1967.0,Bolivia,0.0,1010.3-1,EACD.2.2-7
Popular Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,,439.0,0.0,0.0,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,7,360.0,Ouagadougou,,15.0,0.0,1.0,487.0,0.0,0.0,0.0,Popular Front,1987.0,0.0,10.0,capitalist democracy,0.0,0.0,0.0,517.0,0.0,1.0,0.0,1.0,0.0,787.0,1.0,The crisis reached its height when he [Sankara] decided last June to dissolve all left-wing organisations,Popular Front,0.0,0.0,1.0,a handful of military officers worked w/Compaore,10.0,0.0,0.0,0.0,0.0,0.0,1987.0,To overthrow the incumbent regime and bring democracy to the government,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.842581,0.0,0.0,Popular Front,Burkina Faso,0.0,1987.0,0.0,0.0,1987.0,0.0,,,,,,,,,BFO-1987,BFO,1.0,0.0,Popular Front,0.0,15.813078,2660,0.0,Burkina Faso,1987.0,Burkina Faso,0.0,2660-1,EACD.2.2-1123
Allied Democratic Forces (ADF),1.0,0.0,500.0,0.0,0.0,1.0,0.0,3.096626,0.0,2.0,1.0,9.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,Allied Democratic Forces (ADF),3.0,12.20462,6.584969,3.0,1.0,145.0,26.0,145.0,0.0,1.0,148.0,1.0,0.0,Allied Democratic Forces (ADF),2.0,0.0,0.0,3.912023,0.0,0.0,0.0,0.0,9.0,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",0.0,653.0,0.0,0.0,1.0,0.0,0.0,180.0,0.0,0.0,490.0,0.0,653_1998,2.0,Allied Democratic Forces (ADF),2.0,COD,1.0,Democratic Republic of the Congo,0.0,0.0,1998.0,284.0,,16.871807,0.0,0.0,ADF,Uganda,0.0,1996.0,0.0,0.0,2003.0,0.0,,,,,,,,,UGA-1996,UGA,1.0,0.0,ADF,0.0,16.845139,2180.6,0.0,Uganda,1996.0,Uganda,0.0,2180.6-3,EACD.2.2-823
Allied Democratic Forces of Guinea (RDFG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",0.0,1068.0,0.0,0.0,1.0,0.0,0.0,324.0,0.0,0.0,438.0,0.0,1068_2000,0.0,Allied Democratic Forces of Guinea (RDFG),3.0,GIN,0.0,Guinea,0.0,0.0,2000.0,217.0,,15.937821,0.0,0.0,RFDG,Guinea,,2000.0,,0.0,2001.0,,,,,,,,,,GUI-2000,GUI,1.0,0.0,RFDG,0.0,15.914068,2110.2,0.0,Guinea,2000.0,Guinea,0.0,2110.2-1,EACD.2.2-727
Islamic State of Iraq and al Sham (ISIS),1.0,0.0,645.0,0.0,0.0,2.0,2.0,3.3659356,0.0,2.0,0.0,13.0,0.0,23.0,0.0,5.0,0.0,20.0,1.0,Islamic State of Iraq (ISI),3.0,12.97656,8.018386,91.0,1.0,352.0,725.0,160.2,2.0,1.0,443.0,0.0,0.0,Islamic State of Iraq (ISI),3.0,0.0,0.0,5.42495,0.0,1.0,0.0,1.0,46.0,,0.0,31.0,,850.0,0.0,0.0,0.0,Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,"2,3",243.0,Garut region,1.0,,0.0,0.0,595.0,0.0,1.0,1.0,Darul Islam,1953.0,0.0,5.0,,0.0,0.0,0.0,217.0,0.0,1.0,1.0,0.0,1.0,492.0,1.0,,Islamic State,0.0,0.0,0.0,"Majelis Syuro Muslimin (Masyumi political party); Hizaballah, Sabilillah (military wings of Masyumi Party)",12.0,0.0,0.0,1.0,7.0,0.0,1948.0,change Indonesia into an Islamic state,0.0,345.0,0.0,0.0,1.0,0.0,1.0,368.0,0.0,0.0,645.0,0.0,345_2004,0.0,Islamic State of Iraq and al Sham (ISIS),3.0,IRQ,1.0,Iraq,0.0,0.0,2004.0,2155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Council for the Defense of Democracy,0.0,1.0,516.0,1.0,0.0,0.0,0.0,1.8148668,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,National Council for Defense of Democracy (NCDD),2.0,10.15226,6.232986,5.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,National Council for Defense of Democracy (NCDD),4.0,1.0,0.0,3.218876,0.0,1.0,0.0,0.0,0.0,,1.0,26.0,Hutu,516.0,0.0,0.0,0.0,Burundi,0.0,0.0,0.0,0.0,0.0,1.0,3,287.0,Kamenge municipality in Bujumbura,,24.0,0.0,0.0,12.0,0.0,0.0,0.0,CNDD,1994.0,0.0,9.0,,0.0,0.0,0.0,431.0,0.0,0.0,1.0,0.0,0.0,594.0,1.0,reverse Tutsi dominance of military officer corp,National Council for the Defense of Democracy,0.0,0.0,0.0,FRODEBU,11.0,0.0,0.0,0.0,0.0,0.0,1994.0,"Defeat and dismantling of the “armée mono-ethnique"" of Tutsis",1.0,1190.0,0.0,0.0,1.0,0.0,0.0,108.0,0.0,0.0,516.0,0.0,1190_1998,5.0,National Council for Defense of Democracy (NCDD),3.0,BDI,0.0,Burundi,1.0,0.0,1998.0,273.0,0.0,15.564654,1.0,0.0,CNDD,Burundi,0.0,1994.0,0.0,0.0,1998.0,0.0,,,,,,,,,BUI-1994,BUI,1.0,0.0,CNDD,1.0,15.553417,1900.2,0.0,Burundi,1994.0,Burundi,1.0,1900.2-3,EACD.2.2-565
National Council for the Defense of Democracy-Forces for the Defense of Democracy,0.0,1.0,516.0,0.0,1.0,0.0,0.0,1.8717488,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,8.0,Forces for the Defense of Democracy (FDD),2.0,10.15226,6.2080755,5.0,0.0,1.0,0.0,11.333333,0.0,1.0,6.0,0.0,1.0,Forces for the Defense of Democracy (FDD),4.0,1.0,0.0,3.8286414,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,Hutu,516.0,0.0,0.0,0.0,Burundi,0.0,0.0,0.0,0.0,0.0,1.0,1,287.0,"Cibitoke and the cities of Kamenge, Kinama, Musigati, and Bukavu in Bujumbura; Eastern Congo",1.0,,1.0,0.0,14.0,0.0,0.0,0.0,CNDD-FDD,1998.0,0.0,,,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,597.0,1.0,begin a military movement and expand the CNDD’s base of support,National Council for the Defense of Democracy-Forces for the Defense of Democracy,0.0,0.0,0.0,CNDD,6.0,0.0,0.0,0.0,0.0,0.0,1998.0,To begin a military movement and expand the CNDD’s base of support; Overthrow the Tutsi government,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.707287,1.0,0.0,CNDD-FDD,Burundi,1.0,1999.0,3.0,0.0,2003.0,0.0,,,,,,,,,BUI-1999,BUI,2.0,0.0,CNDD-FDD,0.0,15.674528,1900.2,0.0,Burundi,1999.0,Burundi,1.0,1900.2-3,EACD.2.2-568
Amal,0.0,1.0,660.0,1.0,1.0,0.0,0.0,1.0277026,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,0.0,1.0,Amal,2.0,9.23308,,0.0,0.0,1.0,0.0,1.25,0.0,1.0,1.0,0.0,1.0,Amal,2.0,1.0,0.0,2.8903718,0.0,1.0,0.0,0.0,2.0,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
America Battalion,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.4220045,,0.0,0.0,5.0,0.0,5.0,0.0,8.0,0.0,0.0,1.0,America Battalion,,13.85348,8.611756,66.0,,0.0,0.0,25.125,0.0,0.0,66.0,0.0,0.0,America Battalion,,,,4.3307333,0.0,0.0,0.0,0.0,0.0,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oromo Liberation Front,0.0,1.0,530.0,1.0,0.0,1.0,0.0,,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,19.0,Oromo Liberation Front,2.0,13.92856,,0.0,0.0,126.0,10.0,126.0,0.0,1.0,126.0,1.0,1.0,Oromo Liberation Front,3.0,1.0,0.0,4.787492,0.0,0.0,1.0,0.0,2.0,,1.0,1.0,Oromian,530.0,0.0,0.0,0.0,Ethiopia,1.0,0.0,1.0,0.0,0.0,0.0,4,413.0,Oromiya state,,,0.0,0.0,55.0,1.0,0.0,0.0,OLF,1977.0,0.0,7.0,,0.0,0.0,0.0,551.0,0.0,1.0,0.0,0.0,0.0,869.0,0.0,,Oromo Liberation Front,0.0,0.0,0.0,Mecha and Tulama Self-Help Association,1.0,0.0,0.0,0.0,0.0,0.0,1973.0,Independence from Ethiopia,0.0,354.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,530.0,0.0,354_1998,25.0,Oromo Liberation Front,2.0,ETH,0.0,Ethiopia,1.0,0.0,1998.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Americans for a Competent Federal Judicial System,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.525453,,0.0,0.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,Americans for a Competent Federal Judicial System,,16.03057,10.36322,1.0,,1.0,9.0,0.25,0.0,0.0,2.0,0.0,0.0,Americans for a Competent Federal Judicial System,,,,7.714231,1.0,0.0,0.0,0.0,4.0,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Liberation Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,Hutu,516.0,0.0,0.0,0.0,Burundi,0.0,0.0,0.0,0.0,0.0,1.0,1,287.0,refugee camps in Tanzania,1.0,,1.0,0.0,13.0,0.0,0.0,0.0,Frolina,1997.0,0.0,,,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,595.0,1.0,Remove Tutsis from military as well as political office,National Liberation Front,0.0,0.0,0.0,Palipehutu might be a pol mvt rather than rebel group?,1.0,0.0,0.0,0.0,0.0,0.0,1989.0,Bringing down the Tutsi-dominated government and army,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purbo Banglar Communist Party,1.0,0.0,771.0,0.0,0.0,1.0,0.0,4.7706847,1.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,27.0,Purbo Banglar Communist Party,1.0,11.80493,6.7212386,1.0,0.0,9.0,2.0,4.2,0.0,0.0,10.0,1.0,1.0,Purbo Banglar Communist Party,2.0,0.0,0.0,4.744932,0.0,0.0,0.0,0.0,3.0,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",0.0,357.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,1.0,771.0,0.0,357_1998,30.0,Purbo Banglar Communist Party,3.0,BGD,0.0,Bangladesh,0.0,0.0,1998.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palestinian Islamic Jihad (PIJ),1.0,0.0,666.0,1.0,1.0,1.0,0.0,1.5040661,0.0,2.0,0.0,2.0,1.0,4.0,0.0,6.0,2.0,0.0,13.0,Palestinian Islamic Jihad (PIJ),3.0,9.9198,9.790513,3.0,1.0,2.0,4.0,1.8333334,0.0,1.0,5.0,0.0,1.0,Palestinian Islamic Jihad (PIJ),2.0,0.0,0.0,5.247024,0.0,0.0,0.0,0.0,6.0,,1.0,31.0,Palestinian,666.0,0.0,0.0,0.0,Israel,1.0,1.0,1.0,0.0,0.0,1.0,10,234.0,Gaza Strip,,,0.0,0.0,380.0,0.0,0.0,1.0,PIJ,1987.0,0.0,,,0.0,0.0,0.0,208.0,0.0,1.0,0.0,0.0,0.0,478.0,0.0,eliminate Israeli state,Palestinian Islamic Jihad,0.0,0.0,0.0,Palestinian Muslim Brotherhood,8.0,0.0,0.0,1.0,5.0,0.0,1979.0,"independent Palestinian theocratic state, eliminate Israel",0.0,361.0,0.0,0.0,1.0,0.0,0.0,376.0,0.0,0.0,666.0,0.0,361_1998,19.0,Palestinian Islamic Jihad (PIJ),2.0,PSE,1.0,Palestinian Territories,1.0,0.0,1998.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Military faction (forces loyal to Gervais Nyangoma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,Hutu,516.0,0.0,0.0,0.0,Burundi,0.0,0.0,0.0,0.0,0.0,0.0,7,287.0,Bujumbura,,18.0,0.0,0.0,485.0,0.0,0.0,0.0,Military faction (forces loyal to Gervais Nyangoma),1965.0,0.0,10.0,,0.0,0.0,0.0,429.0,0.0,0.0,0.0,1.0,0.0,529.0,1.0,,Military faction (forces loyal to Gervais Nyangoma),0.0,0.0,0.0,Burundian military loyal to former PM,10.0,0.0,0.0,0.0,0.0,0.0,1965.0,"A coup d’état against the Tutsi leaders (King Mwambutsa IV) who overturned the democratically elected Hutu Prime Minister, Nyangoma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Liberation Front (ALF),0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.4764633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,Animal Liberation Front (ALF),1.0,16.03057,10.228398,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,Animal Liberation Front (ALF),1.0,0.0,0.0,7.706163,0.0,0.0,0.0,0.0,1.0,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",,,,,,,,,,,,,,,,,,,,,,,,,17.667505,1.0,0.0,ALF,Ethiopia,,1989.0,,0.0,1991.0,,,,,,,,,,ETH-1989,ETH,1.0,0.0,ALF,0.0,17.638165,2690.1,0.0,Ethiopia,1989.0,Ethiopia,0.0,2690.1-1,EACD.2.2-1129
Party for the Liberation of the Hutu People (PALIPEHUTU),1.0,0.0,516.0,0.0,0.0,0.0,0.0,1.7638865,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,10.0,Party for the Liberation of the Hutu People (PALIPEHUTU),2.0,10.15226,6.553345,61.0,0.0,0.0,19.0,0.0,0.0,1.0,61.0,0.0,1.0,Party for the Liberation of the Hutu People (PALIPEHUTU),3.0,1.0,0.0,2.5649493,0.0,0.0,0.0,0.0,0.0,,1.0,26.0,Hutu,516.0,0.0,0.0,0.0,Burundi,0.0,0.0,0.0,0.0,0.0,0.0,12,287.0,Tabara refugee camp in western Tanzania,,,0.0,0.0,11.0,0.0,0.0,0.0,Palipehutu,1991.0,0.0,,,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,593.0,1.0,,Party for the Liberation of the Hutu People,0.0,0.0,0.0,Tabara refugee camp in western Tanzania,11.0,0.0,1.0,0.0,0.0,0.0,1980.0,Liberation of the Hutu people from Tutsi domination,,,,,,,,,,,,,,,,,,,,,,,,,15.551472,1.0,0.0,Palipehutu,Burundi,,1991.0,,0.0,1992.0,,Tutsi hegemony in government,BDI,3.0,516.0,1972.0,Burundi,First Hutu Rebellion,0.0,BUI-1991,BUI,1.0,0.0,Palipehutu,0.0,15.526718,1900.2,0.0,Burundi,1991.0,Burundi,1.0,1900.2-2,EACD.2.2-562
Party for the Liberation of the Hutu People-Forces for National Liberation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,Hutu,516.0,0.0,0.0,0.0,Burundi,0.0,0.0,0.0,0.0,0.0,1.0,1,287.0,Bujumbura Province,1.0,31.0,1.0,0.0,15.0,0.0,0.0,0.0,Palipehutu-FNL,1997.0,0.0,12.0,,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,596.0,1.0,Use military action for Hutu dominance,Party for the Liberation of the Hutu People-Forces for National Liberation,0.0,0.0,0.0,Palipehutu might be a pol mvt rather than rebel group?,1.0,0.0,0.0,0.0,0.0,0.0,1991.0,To bring an armed presence to the liberation movement of the Hutu people and declare war on the Ndadye government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People's War Group (PWG),1.0,1.0,750.0,1.0,0.0,0.0,0.0,6.75227,1.0,3.0,1.0,4.0,1.0,3.0,0.0,8.0,3.0,0.0,13.0,People's War Group (PWG),1.0,14.90515,7.0652747,9.0,0.0,0.0,7.0,4.0,0.0,1.0,9.0,0.0,1.0,People's War Group (PWG),2.0,0.0,0.0,7.138867,0.0,0.0,1.0,0.0,1.0,,0.0,,,811.0,0.0,0.0,0.0,Cambodia,0.0,0.0,0.0,0.0,0.0,1.0,"2,4",,Cambodia-Thai border,0.0,,0.0,0.0,,1.0,0.0,0.0,FUNCINPEC-ANS,,0.0,,"anti-communist, royalist",0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,1.0,end foreign occupation by Vietnam,,0.0,0.0,1.0,"FUNCINPEC,  Moulinaka, Khleang Moueng, Sereikar Oddar Tus, Khmer Angkor, Praloeng Khmer, and Damrai Saw Phluk Khiew",,0.0,0.0,0.0,0.0,0.0,1981.0,"regime change, anti occupation",0.0,374.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,1.0,750.0,0.0,374_1998,18.0,People's War Group (PWG),3.0,IND,0.0,India,0.0,0.0,1998.0,77.0,3.0,20.527517,0.0,0.0,Naxalites/PWG,India,0.0,1989.0,3.0,1.0,2003.0,0.0,,,,,,,,,IND-1989,IND,1.0,0.0,Naxalites/PWG,1.0,20.508064,1290.3,1.0,India,1989.0,India,0.0,1290.3-1,EACD.2.2-148
